"id","title","category","brand","condition","price","currency","description","attributes","availability","url"
E001,Samsung Galaxy S23 Ultra 256GB,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E002,Google Pixel 7a 128GB,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E003,Dell XPS 13 Notebook 512GB,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E004,Samsung Galaxy S23 Ultra 256GB Variant 2,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E005,Google Pixel 7a 128GB Variant 2,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E006,Dell XPS 13 Notebook 512GB Variant 2,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E007,Samsung Galaxy S23 Ultra 256GB Variant 3,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E008,Google Pixel 7a 128GB Variant 3,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E009,Dell XPS 13 Notebook 512GB Variant 3,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E010,Samsung Galaxy S23 Ultra 256GB Variant 4,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E011,Google Pixel 7a 128GB Variant 4,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E012,Dell XPS 13 Notebook 512GB Variant 4,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E013,Samsung Galaxy S23 Ultra 256GB Variant 5,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E014,Google Pixel 7a 128GB Variant 5,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E015,Dell XPS 13 Notebook 512GB Variant 5,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E016,Samsung Galaxy S23 Ultra 256GB Variant 6,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E017,Google Pixel 7a 128GB Variant 6,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E018,Dell XPS 13 Notebook 512GB Variant 6,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E019,Samsung Galaxy S23 Ultra 256GB Variant 7,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E020,Google Pixel 7a 128GB Variant 7,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E021,Dell XPS 13 Notebook 512GB Variant 7,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E022,Samsung Galaxy S23 Ultra 256GB Variant 8,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E023,Google Pixel 7a 128GB Variant 8,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E024,Dell XPS 13 Notebook 512GB Variant 8,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E025,Samsung Galaxy S23 Ultra 256GB Variant 9,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E026,Google Pixel 7a 128GB Variant 9,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E027,Dell XPS 13 Notebook 512GB Variant 9,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E028,Samsung Galaxy S23 Ultra 256GB Variant 10,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E029,Google Pixel 7a 128GB Variant 10,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E030,Dell XPS 13 Notebook 512GB Variant 10,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E031,Samsung Galaxy S23 Ultra 256GB Variant 11,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E032,Google Pixel 7a 128GB Variant 11,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E033,Dell XPS 13 Notebook 512GB Variant 11,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E034,Samsung Galaxy S23 Ultra 256GB Variant 12,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E035,Google Pixel 7a 128GB Variant 12,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E036,Dell XPS 13 Notebook 512GB Variant 12,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E037,Samsung Galaxy S23 Ultra 256GB Variant 13,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E038,Google Pixel 7a 128GB Variant 13,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E039,Dell XPS 13 Notebook 512GB Variant 13,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E040,Samsung Galaxy S23 Ultra 256GB Variant 14,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E041,Google Pixel 7a 128GB Variant 14,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E042,Dell XPS 13 Notebook 512GB Variant 14,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E043,Samsung Galaxy S23 Ultra 256GB Variant 15,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E044,Google Pixel 7a 128GB Variant 15,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E045,Dell XPS 13 Notebook 512GB Variant 15,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E046,Samsung Galaxy S23 Ultra 256GB Variant 16,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E047,Google Pixel 7a 128GB Variant 16,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E048,Dell XPS 13 Notebook 512GB Variant 16,laptop,Dell,new,1399.0,BRL,"Dell XPS 13 com Intel i7 13th Gen, 16GB RAM, 512GB SSD, 13.4'' InfinityEdge tela.","{""processor"": ""Intel i7 13th Gen"", ""ram"": ""16GB"", ""storage"": ""512GB"", ""screen_size"": ""13.4""}",in_stock,https://examplestore.com/product/dell-xps-13
E049,Samsung Galaxy S23 Ultra 256GB Variant 17,smartphone,Samsung,new,1199.0,BRL,"Samsung Galaxy S23 Ultra com 256GB armazenamento, 6.8'' AMOLED tela, 200MP câmera, Snapdragon 8 Gen 2 chip.","{""color"": ""Phantom Black"", ""storage"": ""256GB"", ""screen_size"": ""6.8"", ""camera"": ""200MP""}",in_stock,https://examplestore.com/product/samsung-galaxy-s23-ultra
E050,Google Pixel 7a 128GB Variant 17,smartphone,Google,new,449.0,BRL,"Google Pixel 7a com 128GB armazenamento, 6.1'' OLED tela, 64MP câmera, Android 13.","{""color"": ""Snow"", ""storage"": ""128GB"", ""screen_size"": ""6.1"", ""camera"": ""64MP""}",in_stock,https://examplestore.com/product/google-pixel-7a
E051,Apple iPhone 15 Pro Max 512GB,smartphone,Apple,new,1399.0,BRL,"iPhone 15 Pro Max com A17 Pro chip, 512GB armazenamento, 6.7'' Super Retina XDR tela, triple câmera system.","{""chip"": ""A17 Pro"", ""storage"": ""512GB"", ""screen_size"": ""6.7"", ""camera"": ""48MP""}",in_stock,https://examplestore.com/product/iphone-15-pro-max-512gb
E052,Apple iPad Air M1 256GB,tablet,Apple,new,749.0,BRL,"Apple iPad Air com M1 chip, 256GB armazenamento, 10.9'' Liquid Retina tela, Touch ID.","{""chip"": ""M1"", ""storage"": ""256GB"", ""screen_size"": ""10.9""}",in_stock,https://examplestore.com/product/ipad-air-m1-256gb
E053,Apple MacBook Pro 14'' M3 Pro 1TB,laptop,Apple,new,2499.0,BRL,"MacBook Pro 14'' com Apple M3 Pro chip, 16GB RAM, 1TB SSD, Liquid Retina XDR tela.","{""chip"": ""M3 Pro"", ""ram"": ""16GB"", ""storage"": ""1TB"", ""screen_size"": ""14""}",in_stock,https://examplestore.com/product/macbook-pro-14-m3
E054,Apple Watch Ultra 2 GPS + Cellular 49mm,wearable,Apple,new,799.0,BRL,"Apple Watch Ultra 2, 49mm titanium case, GPS + Cellular, rugged design for adventure.","{""size"": ""49mm"", ""connectivity"": ""GPS + Cellular"", ""material"": ""Titanium""}",in_stock,https://examplestore.com/product/apple-watch-ultra-2
E055,Apple AirPods Pro (2nd generation),accessory,Apple,new,249.0,BRL,"AirPods Pro (2nd generation) com Active Noise Cancellation, Transparency mode, Adaptive Audio.","{""type"": ""Earbuds"", ""generation"": ""2"", ""features"": ""ANC, Transparency, Adaptive Audio""}",in_stock,https://examplestore.com/product/airpods-pro-2
